text	label
Perfectos y funcionan muy bien.. Llegaron perfectamente embalados, tal como decía la descripción y funcionan correctamente. Calidad precio excelente. Espero que sigan funcionando muy bien.	1
Jennifer Cohen. Excelente producto!! Calidad premium a un precio increible!! Ademas ha llegado en tiempo y forma!! Estoy muy satisfecha. Se maneja muy facil!! Estamos fascinados!	1
Bolsas de muy buena calidad y que cumplen perfectamente su función. Se me ocurrió comprarlas ante una situación de emergencia pues tenía que vaciar mi armario y guardar toda la ropa para hacer una obra en casa. Las bolsas son de buena calidad, se ven resistentes al igual que las válvulas que ajustan bien con el tubo del aspirador. Compré un lote variado en tamaños, vienen bolsas de todos los tamaños para todo tipo de ropa. Pude meter casi toda la ropa de un armario enorme en un canapé de 150 cm x 190 cm. Tengo mis dudas de como saldrá la ropa de arrugas y demás después de un par de meses largos comprimida en las bolsas. Tampoco he vuelto a verlas desde que las metí en el canapé, pero por el aspecto de los paquetes resultantes no creo que hayan perdido vacío. Intentaré poner un segundo comentario al respecto pero de momento he de decir que ha sido una solución para el problema que se me planteó. las recomendaría y creo que seguiré usándolas después de la obra.	1
Segunda Oportunidad y no sirvió de nada. Me traen este funko como reemplazo al anterior y tiene dos brazos iguales, es decir, que venía con dos brazos derechos y para mi sorpresa vamos a superar el mes y aún no me han devuelto mi dinero. La peor compra de todas, no la recomiendo.	0
Muy practico y facil de instalar. Son muy practicos, repiten tu red wifi ampliando la cobertura y además tienes un conector ethernet para conectar un pc sin wifi o lo que te haga falta. La luz azul del marco fija te indica que tiene buena señal y si parpadea es que llega demasiado justa la señal.	1
Buena calidad. Le han gustado mucho a mis hijos y la calidad es muy buena.	1
Decepcionado. No eran las de la foto.	0
Justo lo esperado. Muy comodos, envio correcto, volveria a pedir otros	1
Ya se daño. Me duro aproximadamente 3 dias y luego de eso se daño. No comprar, producto de baja calidad. NO COMPRAR OK?	0
Que funcione correctamente.. El producto falla desde el primer día, y ahora ya ni siquiera se enciende	0
Mejor que la foto. Cumple muy bien su función y se sujeta muy bien al espejo grande del baño.	1
Cristina. Me llegó ayer, y todo muy bien. Bolso y envoltorio bien. Lo que contad que te cobran unos 4 euros de los gastos de envío.	1
Recomendable para las meriendas de los niños. Lo uso para llevar galletas al trabajo: va muy bien, y cierra perfectamente.	1
Versatil. No cubre las expectativas que describía en su descripción	0
Decepción. No tiene la capacidad que dice. Si le pones 300 ml. de liquido, no puedes ponerle la tapa porque el líquido se desborda.	0
Después de casi más de un mes no llegó. Pues eso, que ni está ni se le espera	0
La caja estaba abierta. La galletas no son las típicas proteicas pastosas, difíciles de masticar y tragar, sino que son como los antiguos "Huesitos" unos barquillos cubiertos de chocolate con leche, están ricas y fáciles de consumir cuando estás haciendo ejercicio y no puedes parar a comer algo más saludable. Pero la caja estaba abierta por el centro y disimuladamente vuelta a cerrar. Y como sospechaba solo al verla faltaba una galleta por esto lo de 1 estrella.	0
Bonito pero malo.. Tras 2 días de uso y después de estar cargando todo el día con la luz, al llegar la noche se enciende durante unos 10 minutos y se apaga, tocas el interruptor y se vuelve a encender pero a los 10 minutos la misma historia, llamada y devolución de producto.	0
No recomiendo. Mala calidad y Le queda muy grandes las correas, imposible usarlas.	0
Cumple perfectamente su función. Lo mejor es que cumple a la perfección su función. Se adapta perfectamente. Lo malo, por decir algo, es que la pieza que soporta la tensión del cable es de plástico y es susceptible de romperse de nuevo. Aunque hay que decir que la original de Peugeot también era de plástico	1
Ponen q tiene 20w y sólo trae 5w las instrucciones en inglés. Ponen q tiene 20w y en su caja pone solo 5w las instrucciones en inglés solo trae un cable vamos q me an timado	0
Muy bueno. El producto calidad precio muy buena lo recomiendo ahora veremos lo que dura de momento muy muy contento lo recomiendo	1
Muy malo. Muy malo, pedi 8 unidades y 6 de ellas fallaron y no cuentan bien los litros. Deja mucho que desear.	0
Uñas más fuertes en una semana. Es pronto para notarlo en el pelo porque lo tengo demasiado fino y quebradizo pero sí he notado que las uñas han mejorado muy rápido. Las noto más duras y con mejor aspecto así que estoy bastante satisfecha con el producto	1
Repetiré y quien lo compre seguro que también repetirá. Super espeso (para bien), cumple su función y tiene un olor muy agradable. El bote no es muy grande pero imagino que dura suficiente asi que relación calidad/precio está muy bien. Primera vez q lo compro, seguro lo volveré a comprar, de otros olores para seguir probando.	1
perfect. producto perfecto, tal y como describen.	1
Extremadamente difícil de montar. Me gustaba este modelo clásico pero hasta ahí. Soy bastante paciente y cuidadoso con las cosas pero hay algunos enganches demasiado pequeños muy difíciles de encajar o acoplar (pese a las pinzas y haber limpiado las piezas de rebajas) y, pese al cuidado, alguno se me ha roto. Tras montar las piezas del chasis no veo forma de colocar el volante, faros, guardabarros y otras piezas articuladas con mucha dificultad o imposibles. Sinceramente, no entiendo todos esos comentarios donde todo es estupendo.	0
No llegó. Esperando él producto	0
Fallan. Lo he comprado dos veces y ha fallado las dos lo barato sale caro	0
Switch. Todo correcto, por ahora .	1
Imposible de usar. Demasiado fina, se rompe nada mas empezar! Es un timo.	0
no se sujeta en la pared. por más que lo he intentado no queda fijado en la pared, a los 30 segundos se desprende	0
No está homologada. Cuidado!. No está homologada. No fiarse. Solo para amarrar cosas, nada más.	0
Buena silla con buenos materiales. Excelente silla, a alguno le puede parecer un poco cara pero merece la pena totalmente. Es un producto que va a aguantar unos cuantos años y es súper cómodo. Además prefiero que sea de teka a otras de "cuero". El cojín de la nuca no sé si será porque soy alto pero no le cojo el tranquillo, el lumbar de 10	1
mala calidad-precio. muy devil,dos dias me a durado la estructura,con un viento ligero se doblaron todos los tubos de la estructura,no recomendable	0
todo perfecto. se nota que es la propia marca quien se encarga y no revendedores	1
Buena opcion. Buena opcion. Es muy resistente y se ajusta perfectamente a la tablet dejando espacio para la cámara, los botones y el conector. La posibilidad de ponerlo de pie es estupenda y ya ha lanzado la pequeña la tableta contra el suelo con fuerza y ni se ha inmutado. En resumen, muy satisfecho con la compra.Lo recomiendo.	1
Producto con muchas carencias. No lleva ventilador por lo que el hueco que lleva es de pega para confundir. En cuanto al colocar los discos no dispone de ninguna guia para insertar los discos de 2.5 Tanto el disco de 2.5 como el de 3.5 no caben en el interior por lo que se quedan parte fuera con el riesgo de darle algun golpe No dispone de sistema de extracción de los discos por lo que hay que extraerlos estirando directamente de ellos,	0
El producto no es como esperaba. Han llegado todos los farolillos de color azul, no de varios colores como ilustra la foto del producto. No estoy satisfecha	0
Encantado con el articulo. Producto de una alta calidad	1
No es acuático lo devolví. Lo devolví pone que es acuático i no es cierto	0
No calienta nada. A pesar de lo que dicen, el aparato que me llegó a mí no calienta nada, ni con gel conductor ni con él. Lo que sí he notado es que te da un pequeño calambre si lo pones un poco más inclinado, pero no emite ningún calor y ni siquiera noto un efecto flash instantáneo y tras un par de semanas, las arruguitas que tengo ahí siguen. Yo desde luego, no lo recomiendo.	0
Repito pedido y no huele igual. He repetido el pedido, ya que la primera me gustó mucho el aroma y la duración del olor y está Segunda vez no huele igual. Nada q ver	0
Fatal. Vino deteriorado, reclame y no he recibido contestación. No lo recomiendo	0
SONIDO DE ESPADAS DE METAL!!!!!!!!!!!!!!!!. No tenia mucha ilusión en el tema de la calidad, pero como es para un disfraz me sobra... LA SORPRESA VIENE CUANDO LE DOY AL BOTON DEL SONIDO Y.... TACHAN!!!! SUENAN A ESPADAS DE METAL CHOCANDO, NO A ESPADAS LASER!!!!!! PERO COMO PUEDEN TENER UN FALLO TAN GRANDE????	0
Juan. Los pendientes no llegaron el repartidor me entrego el paquete y salió corriendo ni pude mirar si estaban ni me hizo firmar nada,bastante decepcionado ya que eran para un cumpleaños y me quedé tirado.Solucion me devuelven el dinero pero no me soluciona nada ,deberían esperarse a cerciorarse de lo que entregan .	0
Genial. Las teclas son muy cómodas, casi no hace ruido al usarlo y es fácil de configurar. Las luces pueden activarse, desactivarse y que vayan cambiando, queda muy bien.	1
PRODUCTO EXCELENTE. Me recomendó estas ampollas una compañera farmacéutica por la luminosidad que le da al rostro y lo cierto es que me han encantado y el resultado es que realmente iluminan la piel.	1
NO SE CORRESPONDE CON LO DESCRITO EN EL ANUNCIO. No cumple con lo descrito en el articulo no encaja en el cajon	0
llego enseguida. buen libro, llego muy rapido, lo elegi porque a mi hijo le gusta y me parecio buen pedido, buen vendedor	1
Sublime. Al final me llego antes de la fecha limite, pero estuvo unos dias que no cambiaba el estado del paquete, el ninebot es nuevo con todos sus embalajes y todo en perfecto estado, la primera media hora de uso es un poco frustrante pero en 2 horas lo tienes dominado y te mueves muy rápido. Increible.	1
DEJA DE FUNCIONAR A LA SEMANA. Se calienta y los sensores dejan de funcionar. estoy intentando devolverlo	0
La cuchilla se dañó con el 1 uso en pvc rígido. Tiene muy buena presencia, pero la cuchilla es una guarrería y siendo lo más importante no merece la pena comprar este producto si vas a cortar pvc rígido.	0
esmeril adecuado. todo muy bien el esmeril es muy adecuado para esmerilar válvulas de coche me sirvió muy útil para mi reparacion	1
No ha llegado. Me pone entregado pero no me ha llegado. No puedo contactar con el vendedor.	0
Funciona perfectamente. Todo perfecto. Lo llevó usando unos 3 años y todo de maravilla. Es muy útil y práctico	1
calidad horrible. Por el precio no se puede pedir más, compré 3, para mi madre, mi hermana y para mi, pero son tan cutres y con tan malos acabados que me dio hasta vergüenza y las tengo por ahí tiradas	0
Edición en italiano. Pone que es edición en español, pero viene en italiano.	0
Me encantan. Me gusta que cubre mucho La Luz del sol y aísla un poco el calor.	1
Devuelto. Lo he devuelto por no respetar la fecha de entrega	0
Buen producto. Cumple su función tal y como está descrita y tiene muy buen precio. Lo único que a veces ponerla se hace un poco tedioso, por los demás un 10.	1
Reparto pesimo. Despues de hacerme perder tres dias de trabajo entero por esperar al repartidor que no sabia donde vivía cuando he comprado mil veces por Amazon por fin ha llegado. El producto bien, el reparto de Amazon un desastre	0
una compra magnifica. excelente relación calidad-precio	1
Nunca llegó. ESTE PRODUCTO NUNCA ME LLEGÓ	0
Pequeña. De masiado pequeña para una niña de 2 años yo se la regalé a mi hija que tiene 2 años y la verdad es que es muy pequeña yo la recomendaría porque mi hija se lo pasa bien pero si buscáis una grande que era lo que me pasó a mí esta no es para comprarla	0
Nada recomendable. Horrible!!! Muy malo, mal escrito, no lo recomiendo ni para niños	0
Mal diseño. Muy incómoda de utilizar, como cogin para los riñones va mejor.	0
SIN COMENTARIOS. De momento no puedo opinar sobre el producto. 2 compras que he hecho y ha llegado la mesa rota las 2 veces. No es extraño que se rompa, los "señores" transportistas de SEUR tratan la caja a patadas, por lo que lo raro será recibirla bien algún día.	0
nunca llego. nunca llego el producto, asi que no puedo decir nada malo de el, pero.... la tienda... me parece poco responsable a la hora de los envios.	0
MUY FRAGILES. En apenas un mes se han partido las patillas con un uso para nada anormal. No las recomiendo	0
Perfecto. Muy contenta con la compra, conectan muy bien y la velocidad de transferencia de datos es muy rápida, volvería a comprar sin duda.	1
Llega lo que se compra. El frío lo mantiene bastante bien pero lo que mantiene el calor no es ni normal, he tenido que dejar bastante tiempo la botella sin tapón para poder beber lo que contenía.	1
Todo correcto. Quité el anterior filtro que había para poner este y se vuelve a ver la tele sin problemas. He leido por ahí que hay que ponerlo antes del amplificador y así estaba instalado en mi casa.	1
LA CANILLA. ME HA GUSTADO MUCHO EL PRODUCTO.	1
Vale la pena el. Baja calidad. Dudosa silicona.	0
Muy buena compra.. La luz de la linterna es estupenda. Incluso anocheciendo y por ciudad es completamente útil. Para salidas nocturnas por el campo es perfecta, ya que hace que parezca de día en los momentos más oscuros. Una compra estupenda a un precio estupendo.	1
Botellas rotas. Ha venido el paquete con golpes. Las botellas estaban todas con el tapón abierto. El liquido desparramado. Ha tardado 22 dias en llegar. Un desastre.	0
Decepcion. Las hojas son muy pequeñas para decorará la mesa. La foto no enseña el Tamara real. No es lo que me esperaba	0
Buen producto. Buen producto, olor suave	1
Precisó y fácil de usar.. Pesa con mucha precisión. Ligero. Fácil de transportar.	1
Decepcionante. Me decepciono, no es protector como tal. Es el típico material que llevan algunos paquetes para proteger, la sensación, cuando pones un mantel encima no es buena, la superficie no parece regular	0
La entrega. La.entrega es en buzón y destroza la gorra	0
Precioso. Me ha encantado el producto, a mi niña le queda genial, parece una muñequita de porcelana. Y el precio lo mejor	1
Perfecto. Calza perfecto he comprado distintos y este es lejos el mejor	1
Inseguro, malo, mediocre.. Con el paso de los meses se fue oxidando hasta llegar a un punto que lo hizo peligroso para la salud. El uso fue ocasional y el ambiente en el que vivimos totalmente seco. Francamente mejorable.	0
Perfecto. Muy buen cable y muy buen conector	1
Muy útil para no estropear los cables. Es lo ideal para no pelar cables y por lo tanto estropearlos. La aplicación es bastante sencilla, hay que apretar con alicates o alguna herramienta especial.	1
Nunca me llegó.... Simplemente no lo recibí.	0
No me llego el envio. El envio no me llegó	0
Satisfecha al 100% con la compra. Buen corcho. Buen grosor y acabado. Recomendable	1
Mala calidad. Muy mala calidad del producto se estropeó en el primer uso	0
Me encanto!. Estupenda! Buena calidad!	1
Buena calidad.. Es de bastante buena calidad,, llevo con ella bastante tiempo y no he notado ningún deterioro. Al ser un poco acolchada protege Kit bien al móvil.	1
Ole CEPEDA !!. Pedazo de disco. Muy bueno y rápida la entrega.	1
demasiado rígida. tiene una consistencia muy rígida, poco flexible. me cuesta ponérmela y quitármela.	0
Gio. Me a encantado buen tacto y material lo recomiendo al 100% volveré a comprar a este vendedor . Gracias genial	1
Diseño. Excelente producto, diseño muy ergonómico.	1
Lo q necesitaba. Multiusos para la cámara. Muy completo	1
Original y genial.. Original y de calidad. Se ajusta a la descripcion. Perfecto.	1
Calidad buena, util para ratones buenos. Con lo acordado, no me arrepiento de gastarme 15€ en este diseño tan guapo, ademas de que los materiales son buenos. Hay dos cosas malas de mi modelo, pero no os las tomeis a pecho, es mi opinión: 1.- Se mancha bastante facil, sobretodo de polvo (se notan manchas blancas) 2.- Debido al grosor, cuando presionas algo la alfombrilla se notan pequeños agujeros, pero para el ratón dan igual ya que cuenta mas el material y la superficie. Nota super importante: probe un raton de 10€ de mars gaming con mi logitech g502 hero y se nota que el barato se pega mas y no es tan deslizante, por lo que recomiendo una alfombrilla con un raton barato.	1
No recomendable.. No recomiendo, mala calidad, funcionamiento pesimo.	0
Buena caja barata. Caja bastante grande, con cristal de plástico. Bastante básica pero cumple su función.	1
Muy defectuoso el producto en su entrega. Creo que una imagen vale más que mil palabras. Así es como me ha llegado el producto. Espero una respuesta por vuestra parte. O bien un nuevo producto en condiciones o devolucion del dinero.	0
Buenas. Muy buenas con la calidad-precio. Buena definición e ideales para guardar en su set y para viajar 👍	1
Maravilloso. Huele tan bien, que lo único malo es que seguramente tenga que pedir otro ya.	1
Igual que la foto. Igual que en la foto.	1
Buena radio. Fue para un regalo y a la persona que se lo dia le gusto mucho	1
Mal vendedor. Mala comunicación, la funda no corresponde y para devolver, tengo que ir a correos, donde me dicen que tengo que pagar la devolución, vuelvo a casa y se lo comunico y no recibo respuesta, eso si si dejas mala valoración quiere que la cambies, pero de gestionar la devolución nada de nada	0
Penosa calidad. Las bombillas no iluminan nada. Cierto fue son baratas pero al utilizar un par de veces unos 10 minutos, la intensidad de iluminación bajo tanto que no se distingue de si están encendidas o apagadas. Jamás volvería a comprarlas y por supuesto no se lo recomiendo a nadie.	0
Baja calidad del producto. Al cabo de unos dias de usarlo, simplemente dejo de funcionar, y no ha vuelto a encender.	0
No cubre total mente. No me ha gustado, se queda como 1 mm sin cubrir entra la funda y el cristal templado	0
Duración perfecta. Funciona y dura perfectamente. Como la original	1
Me siento engañado!. Se supone que es resistente al agua. En el primer baño en la playa de esta temporada la esfera se me ha llenado de agua!!!!!. Me siento estafado. Reloj totalmente inutilizado.	0
Descontenta. He pedido para el Samsung s8 y me han mandado el de la imagen que no me vale para nada ya que es el Samsung s9. Estoy muy descontenta ya que no era para mí y cuando se lo he entregado hoy he mos visto que no sirve para nada	0
¿Cuando Llega?. Cuando llega el mensaje a través de Amazon de este producto	0
super ligera. Bolsa de viaje muy ligera, practica compartimentada y medidas exactas para compañías aéreas. No apta para grandes pesos. Excelente compra	1
Monitor bueno a costo medio. El monitor fisicamente es una pasada, es muy bonito, finito y da buenas sensaciones. La calidad de imagen es buena, a mi me ha gustado bastante aunque los colores quizá sean un poco apagados. Creí leer en las especificaciones que admitía hasta 75Hz y no es así, tan solo puede regularse entre 59 y 60. Como pega, los agujeros para el soporte VESA quizá esten colocados demasiado abajo, y deja el monitor bastante levantado	1
Fantastico. Escribe fácil y alegre. Muy chulos. Colores vivos	1
Estafador. Es un vendedor que ya Amazon debería haber suspendido, pública artículos a precios muy bajos y jamás lo envía, si no fuera porque Amazon te responde por tu pago el vendedor fuera estafado a muchas personas	0
Muy bonito. Perfecto, queda muy bonito puesto, es bastante cortito per se ajusta al cuerpo y no se sube, muy contenta con ma compra	1
El dibujo se está despegando. Estaba contenta porque me parecía graciosa, y que pena ver que en un par de veces que la hemos utilizado, el dibujo, pegatina, se está despegando.	0
Geniales. Me gustaron mucho , por el precio y por el estampado.	1
Perfecto!. Ya es el segundo de este tipo(tengo en otro color) y estoy encantado. Lotus no defrauda.	1
Rapido y bien. Rapidos en el envio. Lancetas correctas y asequibles	1
Fatal. Ni me llego y aún estoy esperando a el reembolso	0
La calidad del texto. El faro del silencio me descubrió a Ibon Martin y desde entonces lo sigo.	1
Raya la sartén. Cada vez que vas a coger algo de la sartén la raya. No lo voy a volver a usar y no lo recomiendo.	0
fantástico cable toslink. Fantástico cable toslink óptico de muy buena calidad de acabado. Las clavijas entran con buena presión. Sujetan muy bien, no como otros que bailan. también de funcionamiento va muy, buen sonido. Lo recomiendo	1
no cabe en la funda. No me cabe el movil en la funda!	0
Barato, baja calidad. Como dicen, pagas por lo que obtienes. El producto no funciona bien: calidad barata. Intenté usar en nuestro Yorkie, pero no funcionó. No compraría de nuevo	0
No es recomendable comprar por falso. Me lo llevo con casi problemas comunicarse con el fax,no les admiten. Y las tintas de su fabricante EPSON me lo han engañado que me dicen que no es original.	0
Mal funcionamiento. No, porque no funcionaban los puertos usb	0
Muy buena calidad. Esta bien, un poco grande	1
muy bonito. Muy bonito, excelente diseño	1
Bueno. Pega en cualquier superficie cosas no muy pesadas	1
Dura poco. En un par de meses de uso se ha empezado a descoser por el fondo	0
